"db.species","col.species","x","m2","m3","m4","m11","m12","m13","m14","m15","m17","m19","m20","m21","m22","m23","m24","m25","m26","m28","m30","m36","m37","m38","m43","m45","m46","m49","m52","m53","m54","m56","m57","m58","m59","m62","m66","m68","m72","m73","m74","m76","m77","m80","m81","m83","m85","m86","m90","m91","m94","m96","m97","m98","m99","m100","m101","m103","m105","m110","m111","m114","m121","m125","m127","m128","m130","m131","m132","m133","m136","m137","m138","m140","m141","m142","m143","m146","m148","m149","m152","m153","m154","m156","m157","m158","m159","m160","m161","m162","m163","m164","m165","m166","m167","m169","m170","m171","m172","m174","m175","m176","m177","m178","m179","m180","m181","m182","m183","m185","m186","m187","m189","m191","m192","m195","m196","m197","m198","m201","m203","m206","m207","m208","m209","m210","m211","m212","m213","m214","m215","m216","m218","m224","m225","m226","m227","m228","m230","m232","m234","m235","m237","m241","m243","m244","m245","m246","m248","m249","m250","m251","m252","m253","m255","m262","m263","m265","m268","m273","m277","m278","m279","m280","m283","m284","m285","m286","m287","m290","m292","m293","m295","check","kingdom","phylum","class","order","family","genus","gbif.species","gbif.species.id"
"Hystrix cristata","Hystrix cristata","m91",0,0,0,0,0,0,0,0.59,0,1,0,0,0.34,0,0,0,0.41,0,0,0,0,0.71,0.01,0,0,0,0.84,0,0,0.15,0.84,0,0.25,0,0.03,0.48,0,0,1,1,0,0.08,0,0,0.44,0,1,1,0,0,0,0.21,0.6,0,0,0.23,0,0.84,0.19,0.6,0,0,0.12,0,0.06,0,0.22,0,0,0,0,0,0,0,0,0.06,0,0.61,0,0,0,1,0,0,0.83,0,0,0.42,0,0,0,1,0.69,0.51,0,0,0,0,0,0,0.47,0.7,0.31,0.13,0,0.29,0.61,0.75,0.63,0.49,0,0.37,0.18,0,0.2,0.64,0.75,0,0,1,0,0.47,1,0.37,0.41,0.52,0,0,0,0,0,0,0.5,0.47,0.47,0.04,0,0,0,0.17,0,0,0,0,0.58,0,0,0,0,0,0,0.6,0.42,0,0,0,0,0,0.46,0.46,1,0.17,0.25,0,0,0.5,0,0.02,0,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","Hystrix cristata",5219888
"Lemmus lemmus","Lemmus lemmus","m94",0,0,1,0.1,0,0,0,0.07,0,0.05,0,0,0.32,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0.39,0,0,0,0,0,0.43,0,0,1,0,0,0,0.03,0,0.18,0.29,0,0,0.78,0.81,0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.18,0,0,0,0.88,0,0,0.96,0.02,0.85,0.89,0.15,0,0.75,0,0,0,0,0.2,0,0,0.06,0,0,0.02,0.01,0,0,0.12,0,0,0,0.05,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.78,0.05,0,0,0,0,0.96,0.63,0,0,0.17,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.02,0,0.96,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Lemmus","Lemmus lemmus",5219840
"Lepus capensis","Lepus capensis","m96",0,0.11,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0.19,0,0.44,0,0,0.4,0,0,1,0.81,0,0.19,0,0,0.13,0,1,0,0,1,0,0,0.17,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0.88,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0.17,0,0.3,0,0.23,0.87,0,0.63,0.06,0.63,0,0,0,0,0.7,0.17,0,0.8,1,0,0.33,0.81,0.47,0.29,0.36,0.17,0,0.17,0,0,0.17,0.39,0.33,0.33,0.8,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.47,1,0,0,0,0,0,0,0,0,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis",2436736
"Lepus castroviejoi","Lepus castroviejoi","m97",0,0,0,0,0,0,0,0.99,0,1,0,0,0.5,0.5,0,0,0.01,0,0,0,0.03,1,0.74,0,0,0,0,0,0.99,0,0.83,0,0,0,0,0.26,0,0,1,0.89,0,0.26,0.5,0.23,0.03,0,1,0,0,0,1,0,0,0.99,0,0.82,0,1,0.26,1,0,0,0,1,0.73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7,0,0,0.99,0,0,0,1,0,0,1,0.08,0.73,0,0,0,0,0,0,0.05,0.97,0,0,0,0.73,0.96,1,1,0.28,0,0.77,0.5,0,0.01,1,0,0.71,0,0.99,0,0.05,1,0,0.05,0.04,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0,0,0,0,0.26,1,0,1,0,1,0,0,0.04,0,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus castroviejoi",2436788
"Lepus corsicanus","Lepus corsicanus","m98",0,0,0,0,0,0,0,0.59,0,1,0,0,0.29,0,0,0,0.63,0,0,0,0,0.53,0.02,0,0,0,0.6,0,0,0.38,0.6,0,0.25,0,0.09,0.68,0,0,1,1,0,0.15,0,0,0.52,0,1,0.99,0,0,0,1,0.6,0,0,0.27,0,0.6,0.23,0.6,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0.99,0,0,0.8,0,0,0.47,0,0,0,1,0.5,0.52,0,0,0,0,0,0,0.65,1,0.23,0.27,0,0.41,0.53,1,0.74,0.69,0,0.42,0.17,0,0.09,0.6,1,0,0,1,0,0.65,1,0.22,0.4,0.65,0,0,0,0,0,0,0.6,0.65,0.65,0.15,0,0,0,0.18,0,0,0,0,0.58,0,0,0,0,0,0,0.6,0.41,0,0,0,0,0,0.63,0.48,1,0.21,0,0,0,0.54,0,0.03,0,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus corsicanus",2436789
"Lepus europaeus","Lepus europaeus","m99",0,0,0.26,0,0.41,0.01,0.02,0.83,0,0.85,0.19,0,0.25,0.05,0.14,0.01,0.42,0,0.09,0,0,0.97,0.01,0.01,0.16,0,0.5,0,0.17,0,0.5,0,0.05,0,0.11,0.25,0,0.43,0.74,0.67,0.39,0.12,0.01,0.06,0.4,0.04,0.26,0.04,0.01,0,0,0.01,1,0.01,0.01,0.36,0,0.69,0.4,0.99,0,0.01,0.18,0.81,0.4,0,0.01,0,0.03,0,0.04,0,0.12,0.02,0.01,0.03,0.01,0.03,0.45,0,0.01,0.35,0,0.02,0.6,0.05,0.02,0.43,0.41,0.09,0,0.99,0.58,0.86,0.01,0.01,0,0.04,0.1,0.05,0.37,0.37,0.47,0.06,0.15,0.37,0.53,0.65,0.82,0.58,0,0.25,0.26,0,0.14,0.75,0.88,0.11,0.01,0.35,0,0.54,0.86,0.32,0.59,0.37,0.02,0.06,0,0,0,0.07,0.17,0.28,0.35,0.05,0,0,0,0.39,0.16,0,0.02,0.09,0.08,0.74,0.08,0.11,0,0.01,0.02,0.97,0.04,0,0.05,0,0.08,0,0.09,0.49,0.18,0.02,0.9,0,0.01,0.03,0.01,0.13,0.56,0.01,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus europaeus",7952072
"Lepus granatensis","Lepus granatensis","m100",0,0,0,0,0,0,0,0.12,0,1,0,0,0.02,0.24,0,0.06,0.32,0,0,0,0.08,0.64,0.02,0,0,0,0,0,0.87,0,0.29,0,0,0,0,0.48,0,0,1,0.99,0,0.19,0.09,0.58,0.06,0,0.55,0,0,0,0,0,0.05,1,0,0.3,0,0.99,0.09,0.8,0,0,0.02,0.19,0.23,0,0,0.08,0.52,0,0.01,0,0,0,0.41,0,0,0,0,0,0,0.92,0,0,0.88,0,0.75,0,0.05,0,0,1,0.69,0.04,0,0,0,0,0.01,0,0.32,0.73,0,0.04,0,0.18,0.82,0.87,0.27,0.45,0,0.39,0.04,0,0.19,0.72,0.04,0.99,0,0.93,0,0.18,1,0.4,0.18,0.39,0,0,0,0,0,0,0.35,0.32,0.33,0.23,0,0,0,0.09,0,0,0,0,0,0,0,0.05,0.09,0,0,0.29,0,0,0,0,0,0,0.3,0.53,1,0,0.11,0,0.41,0,0,0,0,0,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus granatensis",2436790
"Lepus timidus","Lepus timidus","m101",0,0,0.78,0.38,0.02,0.06,0,0.11,0,0.18,0,0,0.4,0.01,0.11,0,0,0,0.01,0.01,0,0.62,0.1,0,0,0,0.09,0,0.03,0,0.07,0,0.01,0,0,0,0,0.73,0.1,0.25,0.03,0,0,0,0,0.5,0.1,0,0.73,0,0,0,0.18,0,1,0.57,0,0.11,0,0.66,0,0,0,0.92,0.13,0,0,0,0.01,0,0,0,0,0.02,0,0.07,0.07,0.02,0.08,0,0,0.06,0,0,0.84,0,0,0,0.85,0,0,0.84,0.07,0.66,0.63,0,0,0.13,0,0,0,0.08,0,0.02,0,0.21,0.1,0.1,0.12,0,0,0.08,0.41,0,0,0.17,0.14,0,0,0.1,0,0,0.18,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.08,0,0,0.03,0,0,0.11,0.08,0.77,0.43,0,0,0.01,0.14,0.97,0,0,0,0,0,0,0,0,0.08,0.01,0.19,0,0,0,0,0.64,0.12,0,0.86,"found species on GBIF","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus timidus",2436756
"Lutra lutra","Lutra lutra","m103",0,0,0.35,0.02,0.24,0.02,0.02,0.56,0,0.65,0.09,0,0.45,0.11,0.14,0.01,0.24,0,0.05,0,0.01,0.79,0.02,0.01,0.05,0,0.29,0,0.15,0,0.32,0,0.05,0,0.1,0.21,0,0.43,0.51,0.66,0.21,0.13,0.03,0.14,0.21,0.11,0.22,0.03,0.1,0,0,0.01,0.56,0.1,0.05,1,0,0.48,0.48,0.89,0,0,0.01,0.71,0.17,0,0.01,0.01,0.07,0,0.02,0,0.07,0.02,0.05,0.03,0.02,0.01,0.26,0,0.01,0.28,0,0.01,0.39,0.01,0.07,0.22,0.5,0.03,0,0.85,0.63,0.7,0.12,0.02,0,0.17,0.09,0.03,0.22,0.3,0.33,0.09,0.15,0.67,0.39,0.48,0.62,0.39,0,0.38,0.4,0,0.09,0.56,0.56,0.16,0,0.31,0,0.32,0.63,0.21,0.42,0.21,0.01,0.06,0,0,0.05,0.05,0.11,0.16,0.21,0.05,0,0.01,0,0.47,0.17,0,0,0.09,0.06,0.59,0.17,0.07,0.01,0.07,0.09,0.84,0.02,0,0.02,0,0.02,0,0.06,0.33,0.21,0.02,0.5,0,0.06,0.02,0,0.26,0.34,0.01,0.88,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","Lutra lutra",2433753
"Lynx pardinus","Lynx pardinus","m105",0,0,0,0,0,0,0,0,0,1,0,0,0,0.22,0,0,0.38,0,0,0,0.08,0.2,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.51,0,0,1,1,0,0.22,0,0.71,0,0,0,0,0,0,0,0,0,1,0,0.33,1,1,0,1,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.91,0,0.99,0,0,0,0,1,0.68,0,0,0,0,0,0,0,0.39,1,0,0,0,0.28,1,1,0,0.52,0,0.43,0,0,0.06,1,0,1,0,1,0,0,1,0.39,0,0.39,0,0,0,0,0,0,0.39,0.39,0.39,0.8,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.52,1,0,0,0,0.43,0,0,0,0,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx pardinus",2435261
"Martes foina","Martes foina","m110",0,0,0.09,0,0.39,0.01,0.01,0.51,0,0.95,0.18,0,0.2,0.09,0.11,0.01,0.38,0,0.06,0,0.01,0.9,0.01,0.01,0.2,0,0.55,0,0.36,0,0.6,0,0.04,0,0.09,0.24,0,0.25,0.98,0.65,0.41,0.11,0.02,0.13,0.32,0,0.35,0.05,0,0,0,0.01,0.52,0.15,0,0.23,0,1,0.24,0.7,0,0.01,0.38,0.45,0.53,0,0.01,0.01,0.1,0,0.05,0,0.07,0.02,0.08,0.03,0.01,0.04,0.33,0,0.01,0.49,0,0.02,0.75,0.05,0.13,0.32,0.2,0.1,0,0.99,0.61,0.47,0,0,0,0,0.08,0.04,0.34,0.37,0.29,0.05,0.09,0.24,0.54,0.69,0.52,0.45,0,0.24,0.15,0,0.13,0.67,0.61,0.28,0,0.52,0,0.42,0.99,0.42,0.39,0.43,0.01,0.05,0,0,0,0.05,0.2,0.27,0.33,0.07,0,0.01,0,0.24,0.07,0,0.01,0.07,0.06,0.36,0,0.09,0.01,0,0,0.58,0.03,0,0.03,0,0.05,0,0.11,0.5,0.34,0.02,0.74,0,0.07,0.03,0.01,0.04,0.37,0.01,0.96,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Martes","Martes foina",5218887
"Martes martes","Martes martes","m111",0,0,0.63,0,0.29,0.02,0,0.61,0,0.51,0.1,0,0.26,0.03,0.12,0,0.36,0,0.04,0,0,0.97,0,0,0,0,0.24,0,0.01,0,0.22,0,0.04,0,0.14,0.31,0,0.74,0.38,0.71,0.22,0.16,0.01,0.06,0.3,0.18,0.15,0.01,0.18,0,0,0,0.41,0.02,0,0.31,0,0.33,1,0.97,0,0,0,0.91,0,0,0,0,0,0,0,0,0.07,0.02,0.02,0.03,0,0,0.24,0,0,0.16,0,0,0.02,0,0.01,0.3,0.61,0,0,0.98,0.34,0.91,0.28,0.07,0,0.4,0.11,0.02,0.25,0.15,0.65,0.03,0.07,0.26,0.22,0.28,0.58,0.58,0.01,0.11,0.13,0,0.12,0.4,0.52,0.06,0.01,0.19,0,0.5,0.47,0.26,0.7,0.3,0,0.04,0,0,0.13,0.03,0.11,0.18,0.24,0.02,0,0.02,0,0.97,0.27,0,0,0.09,0.04,0.86,0.34,0.1,0.01,0.15,0.23,0.99,0.02,0,0,0,0,0,0.04,0.48,0.1,0.01,0.38,0,0.02,0.01,0,0.51,0.42,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Martes","Martes martes",5218878
"Meles meles","Meles meles","m114",0,0,0.41,0,0.29,0.01,0.01,0.61,0,0.7,0.12,0,0.23,0.05,0.1,0.01,0.32,0,0.05,0,0.01,0.89,0.01,0.01,0.09,0,0.32,0,0.17,0,0.32,0,0.03,0,0.08,0.25,0,0.52,0.56,0.72,0.26,0.1,0.01,0.11,0.26,0.11,0.21,0.02,0.1,0,0,0.01,0.55,0.09,0.02,0.31,0,0.51,0.52,1,0,0,0.1,0.77,0.24,0,0.01,0.01,0.07,0,0.02,0,0.07,0.01,0.04,0.02,0.01,0.02,0.28,0,0.01,0.27,0,0.01,0.46,0.03,0.07,0.26,0.54,0.05,0,0.96,0.43,0.78,0.15,0.03,0,0.22,0.06,0.03,0.25,0.28,0.45,0.04,0.09,0.28,0.37,0.48,0.63,0.48,0,0.18,0.17,0,0.11,0.57,0.59,0.15,0,0.3,0,0.43,0.68,0.25,0.51,0.3,0.01,0.04,0,0,0.07,0.04,0.13,0.2,0.25,0.05,0,0.01,0,0.52,0.18,0,0.01,0.07,0.05,0.69,0.19,0.08,0.01,0.08,0.14,0.9,0.02,0,0.03,0,0.04,0,0.08,0.4,0.21,0.01,0.5,0,0.05,0.02,0,0.29,0.41,0,0.96,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Meles","Meles meles",2433875
"Meriones tristami","Meriones tristrami","m121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Meriones","Meriones tristrami",5219715
"Mesocricetus newtoni","Mesocricetus newtoni","m125",0,0,0,0,1,0,0,0.99,0,1,0.37,0,0.25,0,0,0,0.49,0,1,0,0,1,0,0,0.65,0,1,0,0,0,1,0,0.11,0,0,0,0,0,1,0,1,0,0,0,0.78,0,0.84,0,0,0,0,0,0.99,0,0,0.09,0,0.93,0,0.99,0,1,0.79,0.17,0.44,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0.18,0,0,0.99,0,0,1,0.61,0,0.45,0.02,0.98,0,1,0.67,0.02,0,0,0,0,0,0.77,0.67,0.99,0.78,0.1,0,0.12,1,1,0.92,0.78,0,0.41,0.25,0,0.4,1,1,0,0,0.97,0,0.78,1,0.03,0.78,0.79,0,0,0,0,0,0.09,0.43,0.67,0.78,0.82,0,0,0,0,0,0,0.4,0,0,0.99,0,0,0,0,0,0.99,0,0,0.97,0,0.96,0,0,0.72,0,0,1,0,0,0,0,0,0.99,0.17,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Mesocricetus","Mesocricetus newtoni",2438483
"Micromys minutus","Micromys minutus","m127",0,0,0.08,0,0.51,0,0,0.3,0,0.94,0.27,0,0.22,0.06,0,0,0.26,0,0.04,0,0,0.98,0,0.01,0.4,0,0.59,0,0.33,0,0.63,0,0,0,0,0.1,0,0.18,0.91,0.57,0.5,0,0.01,0,0.26,0,0.21,0.01,0,0,0,0,0.32,0.01,0,0.01,0,0.88,0.01,0.33,0,0.01,1,0.26,0.87,0,0,0,0.01,0,0.08,0,0.07,0.01,0.02,0.01,0.02,0.04,0.2,0,0,0.38,0,0.01,0.98,0.13,0.02,0.27,0,0.21,0,0.98,0.59,0.25,0,0,0,0.01,0,0.03,0.23,0.16,0.27,0,0.07,0.01,0.33,0.43,0.29,0.32,0,0.09,0.1,0,0.09,0.49,0.53,0.14,0,0.34,0,0.32,0.97,0.53,0.32,0.41,0,0.01,0,0,0,0.02,0.13,0.16,0.21,0.02,0,0,0,0,0.01,0,0.02,0.02,0.03,0.26,0,0.06,0,0.01,0,0.34,0.01,0,0.04,0,0.1,0,0.03,0.44,0.12,0,0.98,0,0,0,0,0,0.3,0,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Micromys","Micromys minutus",5219833
"Microtus agrestis","Microtus agrestis","m128",0,0,0.54,0.02,0.31,0.01,0,0.64,0,0.59,0.12,0,0.26,0.04,0.12,0,0.29,0,0.01,0,0,0.96,0.01,0,0.09,0,0.26,0,0.12,0,0.26,0,0,0,0.07,0.22,0,0.67,0.47,0.7,0.24,0.08,0.01,0.07,0.24,0.15,0.1,0,0.16,0,0,0,0.56,0.03,0.04,0.31,0,0.41,0.61,0.96,0,0,0.1,1,0.25,0,0,0,0.02,0,0.03,0,0.06,0.01,0.03,0.01,0.01,0,0.31,0,0,0.15,0,0,0.36,0.02,0.01,0.25,0.66,0.04,0,0.98,0.4,0.92,0.22,0.05,0,0.28,0.06,0,0.21,0.14,0.49,0.01,0.11,0.28,0.26,0.37,0.62,0.45,0,0.12,0.18,0,0.09,0.49,0.61,0.09,0,0.17,0,0.4,0.57,0.23,0.53,0.24,0,0.03,0,0,0.09,0,0.06,0.13,0.18,0.01,0,0.01,0,0.61,0.22,0,0.01,0.08,0.01,0.85,0.27,0.09,0.01,0.1,0.18,1,0,0,0.01,0,0.03,0,0.02,0.37,0.07,0,0.55,0,0.03,0,0,0.38,0.45,0,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus agrestis",2438616
"Microtus arvalis","Microtus arvalis","m130",0,0,0.1,0,0.48,0.01,0,0.45,0,0.94,0.25,0,0.2,0.08,0.08,0,0.19,0,0.02,0,0,1,0.02,0,0.38,0,0.58,0,0.44,0,0.6,0,0.01,0,0,0.08,0,0.25,0.97,0.62,0.46,0,0.01,0.05,0.17,0,0.21,0.01,0,0,0,0,0.51,0.06,0.01,0.14,0,0.9,0,0.55,0,0,0.63,0.47,1,0,0,0.01,0.05,0,0.09,0,0.05,0.01,0.05,0.02,0.01,0.02,0.35,0,0,0.38,0,0,1,0.11,0.05,0.18,0.3,0.19,0,1,0.61,0.46,0,0,0,0,0,0.01,0.16,0.22,0.18,0.01,0.11,0.17,0.45,0.59,0.48,0.23,0,0.15,0.14,0,0.06,0.6,0.63,0.22,0,0.37,0,0.22,0.98,0.37,0.22,0.3,0,0.02,0,0,0,0.01,0.1,0.11,0.15,0.01,0,0.01,0,0,0.05,0,0.02,0.05,0.03,0.39,0,0.04,0,0,0,0.53,0.01,0.01,0.03,0,0.09,0,0.03,0.33,0.15,0,0.96,0,0.02,0,0,0.01,0.4,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus arvalis",2438606
"Microtus bavaricus","Microtus bavaricus","m131",0,0,0,0,0,0.96,0,1,0,1,0,0,0.53,0,0.96,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.53,0,0,0,0.96,1,0,1,1,1,0,0,0,0,0.98,0,0,0,0,0,0,0,0.26,0,0,0.43,0,0.53,0.96,1,0,0,0.04,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04,0,0,0.53,0.77,0,0,1,0.28,1,0,0,0,0,0,0,0.53,0,1,0,0,0.47,0.26,0.53,1,1,0,0.26,0.17,0,0,1,1,0,0,0,0,1,1,0,1,0.85,0,1,0,0,0,0,0,0.23,0.53,0,0,0.74,0,0.96,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.98,0,0,0.26,0,0,0,0,0,1,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus bavaricus",2438594
"Microtus brachycercus","Microtus brachycercus","m132",0,0,0,0,0,0,0,0.52,0,1,0,0,0.32,0,0,0,0.17,0,0,0,0,0.45,0,0,0,0,1,0,0,0,1,0,0.1,0,0.01,0.29,0,0,1,1,0,0.01,0,0,0.3,0,1,0.8,0,0,0,0.14,0.71,0,0,0.2,0,1,0.06,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.96,0,0,1,0,0,0.29,0,0,0,1,0.75,0.3,0,0,0,0,0,0,0.32,0.71,0.06,0.09,0,0.22,0.73,0.82,0.71,0.38,0,0.34,0.05,0,0.07,0.78,0.78,0,0,1,0,0.36,1,0.06,0.32,0.44,0,0,0,0,0,0,0.39,0.36,0.36,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0.71,0.33,0,0,0,0,0,0.38,0.28,1,0.11,0,0,0,0.9,0,0,0,0,0.96,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus brachycercus",4265022
"Microtus cabrerae","Microtus cabrerae","m133",0,0,0,0,0,0,0,0.04,0,1,0,0,0.01,0.24,0,0,0.12,0,0,0,0.03,0.65,0.03,0,0,0,0,0,0.88,0,0.45,0,0,0,0,0.12,0,0,1,1,0,0.09,0.07,0.99,0,0,0.25,0,0,0,0,0,0.04,0.99,0,0.45,0,1,0.04,1,0,0,0,0.17,0.28,0,0,1,0.67,0,0.02,0,0,0,0.58,0,0,0,0,0,0,1,0,0,0.88,0,0.87,0,0.07,0,0,1,0.68,0.01,0,0,0,0,0.01,0,0.12,1,0,0,0,0.18,1,1,0.52,0.12,0,0.45,0.01,0,0.11,0.86,0.04,1,0,1,0,0.07,1,0.12,0.1,0.12,0,0,0,0,0,0,0.11,0.12,0.12,0.47,0,0,0,0.05,0,0,0,0,0,0,0,0.01,0.02,0,0,0.42,0,0,0,0,0,0,0.07,0.12,1,0,0.03,0,0.67,0,0,0,0,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus cabrerae",2438668
"Microtus duodecimcostatus","Microtus duodecimcostatus","m136",0,0,0,0,0,0,0,0.22,0,1,0,0,0.03,0.25,0.02,0.07,0.32,0,0,0,0.09,0.62,0.04,0,0,0,0,0,1,0,0.23,0,0,0,0,0.5,0,0.01,1,1,0,0.16,0.03,0.64,0.07,0,0.55,0,0,0,0,0,0.25,0.82,0.01,0.34,0,0.99,0.01,1,0,0,0.06,0.23,0.32,0,0,0.09,1,0,0.08,0,0,0,0.22,0.03,0,0,0.01,0,0,0.99,0,0,1,0,0.75,0.03,0.11,0,0.01,1,0.7,0.14,0,0,0,0,0,0,0.32,1,0,0.09,0,0.21,1,1,0.43,0.5,0,0.49,0.09,0,0.16,0.84,0.18,0.94,0,1,0,0.21,1,0.3,0.17,0.32,0,0.02,0,0,0,0,0.29,0.32,0.32,0.25,0,0,0,0,0,0,0,0.01,0.02,0.03,0,0.07,0.01,0,0,0.36,0,0,0,0,0,0,0.4,0.5,0.97,0,0.26,0,0.34,0,0,0,0,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus duodecimcostatus",2438619
"Microtus felteni","Microtus felteni","m137",0,0,0,0,0,0,0,0.99,0,1,0,0,0.19,0,0,0,0.28,0,0.86,0,0,1,0,0,0,0,1,0,0,0,0.82,0,0,0,0.72,0,0,0,1,0,0.86,0.67,0,0,0.99,0,1,0,0,0,0,0,0.8,0,0,0.42,0,0.85,0.66,0.99,0,0,0,0,0,0,0,0,0,1,0,0,0.39,0,0,0,0,0,0.71,0,0.28,0.78,0,0.02,0.28,0,0,0.84,0,0,0,1,0,0.6,0,0,0,0,0.57,0.99,0.56,0.8,0,0.22,0,0.35,0.8,0.85,0.35,0.99,0,0.57,0,0,0.48,1,1,0,0,1,0,0.99,1,0.22,0.99,0.1,0.05,0.67,0,0,0,0.8,0.42,0.8,0.85,0,0,0.01,0,0.63,0,0,0,0,0,0.13,0,0,0,0,0,0.99,0,0,0.27,0,0,0,0.02,0.94,1,0.36,0,0,0,0,0.81,0.65,0.27,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus felteni",2438597
